NAME,UID,COURSE
Lillian Smith,u0001009,MGMT0322 MATH0429 BUSN0064 MATH0087 MATH0461 BIOL0114 ENGN0353 LAWS0393 LAWS0341 CBEA0231 PHYS0213 COMP0106
Kylie Smith,u0001010,MATH0308 MGMT0233 CBEA0245 LAWS0100 MGMT0453 PHYS0028 ENGN0419 BIOL0172 HIST0263 ENGN0435
Aria Davis,u0001011,HIST0449 ENGN0455 ENGN0328 COMP0129 BIOL0265 ENGN0327 COMP0343 LAWS0333 MATH0023 CHEM0371 PHYS0337 ENGN0266 COMP0249 ENGN0399 CBEA0282 ENGN0223 BIOL0221 HIST0365 BUSN0260 BUSN0291 COMP0494 ENGN0134 LAWS0075
Mary Smith,u0001012,COMP0234 CHEM0350 LAWS0063 PHYS0027 MATH0461 LAWS0144 HIST0041 ENGN0275 MATH0062 MGMT0468 LAWS0228 MGMT0209 COMP0459 BIOL0219 CBEA0048 BIOL0255 COMP0320 HIST0382
Athena Jones,u0001013,ENGN0327 ENGN0313 MATH0212 BIOL0096 BUSN0497 MATH0373 COMP0285 MATH0079 LAWS0427 HIST0404 LAWS0254
Hadley Miller,u0001014,ENGN0327 BIOL0016 BIOL0127 BIOL0401 BUSN0324 CBEA0408 ENGN0004 PHYS0028 MATH0225 COMP0067 MATH0278
Kayla Martinez,u0001015,ENGN0192 BUSN0324 CHEM0046 CBEA0186 CBEA0262 BUSN0374 MGMT0044 MATH0140 MATH0225 COMP0129 BIOL0073 CBEA0102 CBEA0297 CBEA0103 CHEM0220
Scarlett Garcia,u0001016,LAWS0167 BIOL0247 BIOL0016 MATH0156 CHEM0440 BUSN0042 CBEA0326 BIOL0219 ENGN0223 CHEM0402 PHYS0148
Harper Smith,u0001017,BUSN0205 ENGN0072 HIST0498 BUSN0490 COMP0086 CHEM0371 ENGN0230 CBEA0102 PHYS0246 MATH0278 MATH0039 BUSN0384 LAWS0094 PHYS0446 BIOL0172 MATH0002 HIST0482 PHYS0028 ENGN0134
Alina Wilson,u0001018,BUSN0064 COMP0306 HIST0481 CHEM0207 COMP0496 BIOL0475 HIST0153 MATH0023 CBEA0287 CBEA0500 MGMT0284 MGMT0044 MATH0140 CBEA0169 BUSN0074
Summer Williams,u0001019,CHEM0141 MATH0461 HIST0176 COMP0460 HIST0449 BIOL0196 MATH0370 LAWS0009 LAWS0457 PHYS0006 MATH0412 CBEA0040 MGMT0484 PHYS0132 COMP0242 CHEM0317 PHYS0071 MATH0068
Ayla Davis,u0001020,MGMT0155 BIOL0016 LAWS0397 HIST0041 MATH0450 ENGN0054 MATH0140 BUSN0064 BUSN0289 MATH0361 BIOL0089 BIOL0034 CHEM0248 HIST0076 ENGN0093 LAWS0197 LAWS0202 CBEA0021 ENGN0346 LAWS0451 CHEM0025
Lyla Martinez,u0001021,CBEA0340 BIOL0315 ENGN0327 CBEA0162 ENGN0004 CHEM0207 ENGN0275 HIST0414 ENGN0104 LAWS0095 CBEA0186 CHEM0375 MGMT0125 BUSN0273
Raegan Brown,u0001022,CBEA0162 BUSN0454 BUSN0098 PHYS0180 BIOL0052 BIOL0486 BUSN0411 CBEA0142 HIST0485 ENGN0185 BIOL0214 MATH0473 CBEA0186 BUSN0195 CBEA0282 CBEA0294 MATH0178 PHYS0148 CBEA0123
Mary Garcia,u0001023,MGMT0198 CBEA0471 HIST0498 COMP0067 ENGN0344 CBEA0018 CHEM0477 BUSN0165 BUSN0490 CHEM0046 COMP0229 BUSN0058 MGMT0157 BUSN0074 BIOL0221 HIST0256 COMP0306 BUSN0304 BIOL0184 ENGN0426 MGMT0284 COMP0047 PHYS0148
Aaliyah Martinez,u0001024,MGMT0155 BIOL0247 CHEM0036 CBEA0201 COMP0356 ENGN0455 COMP0147 ENGN0134 ENGN0054 COMP0047 PHYS0368 MATH0361 PHYS0071
Aubree Garcia,u0001025,MGMT0024 CBEA0293 BIOL0214 BIOL0463 ENGN0266 HIST0414 ENGN0442 COMP0494 HIST0498 CHEM0206 ENGN0093 LAWS0386 HIST0128
Luna Jones,u0001026,CBEA0293 BIOL0052 LAWS0393 PHYS0383 HIST0430 HIST0121 COMP0047 CBEA0416
Adalyn Davis,u0001027,CHEM0472 HIST0174 MATH0087 LAWS0081 LAWS0386 ENGN0436 HIST0153 MGMT0236 CBEA0287 ENGN0419 MGMT0284 LAWS0049 CBEA0102 BUSN0273
Eleanor Martinez,u0001028,MATH0461 COMP0479 LAWS0457 MATH0280 MATH0023 CHEM0190 LAWS0386 ENGN0378 MGMT0120 PHYS0446 ENGN0093 BIOL0221 ENGN0426 PHYS0383 COMP0170 CHEM0206 BIOL0219 LAWS0421 BUSN0273
Delilah Moore,u0001029,MGMT0155 BIOL0016 MGMT0358 BUSN0227 CBEA0201 ENGN0275 MATH0370 ENGN0050 HIST0189 PHYS0383 HIST0070 MGMT0434 MGMT0284 CBEA0182 CHEM0206 PHYS0071 CBEA0118
Zoey Taylor,u0001030,CBEA0017 HIST0256 ENGN0072 COMP0352 LAWS0397 MATH0422 ENGN0266 PHYS0314 PHYS0395 MATH0051 COMP0348 CHEM0402 CBEA0194
Delilah Rodriguez,u0001031,BIOL0401 LAWS0081 BIOL0114 MGMT0120 ENGN0399 BUSN0497 BUSN0407 CHEM0116 MGMT0281 BIOL0265 MGMT0007 HIST0176
Autumn Miller,u0001032,BIOL0089 MGMT0233 ENGN0378 MATH0370 PHYS0495 BUSN0380 MATH0225 LAWS0421 COMP0474 CHEM0437 BIOL0305 CBEA0103 CBEA0194 CBEA0038
Maya Davis,u0001033,BIOL0030 BIOL0221 HIST0256 ENGN0379 CHEM0394 HIST0110 LAWS0385 ENGN0399 PHYS0028 HIST0216 CBEA0282 MATH0178 PHYS0148 CBEA0123 CBEA0424
Ayla Rodriguez,u0001034,MATH0258 MATH0032 ENGN0072 CHEM0046 CBEA0011 LAWS0026 PHYS0028 MGMT0236 BUSN0366 LAWS0444 MGMT0209 MATH0161 BUSN0193 CHEM0462 PHYS0148 MATH0354
Mckenzie Moore,u0001035,PHYS0363 BIOL0127 BIOL0145 BIOL0204 HIST0482 BIOL0082 BIOL0114 BUSN0273 CBEA0231 BIOL0073 MGMT0125 CHEM0217
Nova Taylor,u0001036,ENGN0470 BIOL0034 MATH0020 HIST0126 MATH0212 COMP0352 COMP0235 LAWS0381 ENGN0328 CHEM0133 CHEM0238 BIOL0073 BIOL0488 CBEA0142
Olivia Martinez,u0001037,BIOL0109 CHEM0036 ENGN0378 CHEM0480 COMP0306 CHEM0317 MATH0422 MGMT0120 PHYS0276 ENGN0426 ENGN0346 MGMT0284 MATH0119 MATH0140 BIOL0219 CHEM0025 ENGN0173 BUSN0273
Emersyn Jones,u0001038,BUSN0277 HIST0158 CHEM0349 ENGN0379 BIOL0401 MATH0473 HIST0128 LAWS0385 MGMT0468 LAWS0451 COMP0392 MATH0178 CHEM0312 CBEA0307 LAWS0154 HIST0243 BIOL0265 MATH0069
Lia Smith,u0001039,BIOL0247 BIOL0221 BIOL0286 CBEA0293 LAWS0081 MGMT0215 PHYS0267 PHYS0028 BUSN0240 LAWS0341 MGMT0434 PHYS0132 HIST0128 LAWS0045
Lucia Martinez,u0001040,ENGN0072 CHEM0036 ENGN0436 HIST0406 BUSN0299 CBEA0021 CBEA0294 MGMT0476 BUSN0166 BUSN0098 COMP0147 MGMT0284 LAWS0421 ENGN0223 MGMT0484 COMP0105
Sophie Brown,u0001041,BUSN0425 BIOL0016 CHEM0269 ENGN0055 BUSN0324 HIST0406 MATH0053 MGMT0120 CHEM0046 BUSN0122 ENGN0346 MGMT0468 COMP0147 BUSN0374 MATH0161 HIST0174 HIST0077 COMP0106
Iris Rodriguez,u0001042,CHEM0477 ENGN0313 BIOL0175 BIOL0145 BIOL0214 MATH0422 MGMT0296 PHYS0495 BUSN0058 CBEA0307 CBEA0326 CHEM0433 PHYS0251 HIST0174 LAWS0226
Vivian Moore,u0001043,HIST0158 BUSN0411 BUSN0324 BUSN0165 COMP0249 ENGN0351 COMP0108 MGMT0044 CBEA0169 MGMT0007 BUSN0191
Isabella Williams,u0001044,PHYS0113 CBEA0245 COMP0092 LAWS0171 CHEM0350 CHEM0369 MGMT0296 COMP0478 BUSN0066 PHYS0148 CHEM0035 BIOL0265 CHEM0321 MATH0059
Arianna Jones,u0001045,CHEM0477 CHEM0369 BIOL0114 BIOL0052 CBEA0316 MATH0051 COMP0151 CBEA0182 BUSN0380 PHYS0398 MATH0091 CBEA0048 MATH0491 CHEM0317 MGMT0014 CBEA0331
Grace Taylor,u0001046,BIOL0401 CHEM0141 PHYS0499 COMP0136 CBEA0162 MATH0210 LAWS0117 MGMT0468 CBEA0040 LAWS0218 CBEA0169 BIOL0265
Zoey Moore,u0001047,MGMT0155 CBEA0416 HIST0078 MATH0022 BUSN0289 CHEM0467 BIOL0486 COMP0151 MGMT0044 CBEA0282 CBEA0048 COMP0179 HIST0077 CBEA0331 COMP0106
Maddison Taylor,u0001048,MATH0429 LAWS0171 COMP0460 ENGN0085 CBEA0021 PHYS0267 LAWS0457 CHEM0469 BUSN0166 PHYS0211 CHEM0371 ENGN0387 ENGN0093 COMP0320
Summer Rodriguez,u0001049,LAWS0171 BUSN0165 BIOL0214 COMP0372 CBEA0408 LAWS0095 MATH0057 COMP0170 CBEA0239 BUSN0042 HIST0216 MGMT0281 BUSN0374 LAWS0381 MGMT0484 COMP0474 BUSN0031
Elizabeth Moore,u0001050,ENGN0135 CBEA0245 PHYS0466 MATH0062 ENGN0418 MGMT0209 COMP0067 PHYS0071 MATH0068 CHEM0220
Addison Jones,u0001051,BIOL0016 BIOL0463 COMP0479 BUSN0497 HIST0177 BIOL0030 MATH0308 CHEM0487 BUSN0447 MATH0212 MATH0087 MGMT0157 ENGN0387 ENGN0223 HIST0243 CHEM0394 HIST0365 BUSN0260 BIOL0115 BUSN0099 CBEA0131 CHEM0206 COMP0179
Lyla Wilson,u0001052,LAWS0167 MGMT0296 COMP0235 PHYS0276 ENGN0351 MGMT0362 CBEA0169 PHYS0246
Lily Wilson,u0001053,ENGN0275 MATH0357 BUSN0454 MGMT0484 PHYS0279 CHEM0248 BIOL0214 MATH0210 LAWS0381 BUSN0380 MATH0002 MATH0429 CBEA0245 MGMT0215 HIST0365 MGMT0284 CHEM0220 HIST0174 HIST0382 BUSN0273
Emersyn Miller,u0001054,ENGN0135 COMP0234 CHEM0046 BUSN0291 ENGN0419 COMP0047 BUSN0146 CHEM0130 MGMT0125
Iris Rodriguez,u0001055,COMP0343 BIOL0016 MATH0020 BUSN0227 PHYS0363 HIST0485 BIOL0475 ENGN0346 MATH0023 CHEM0116 CBEA0416
Aurora Williams,u0001056,LAWS0167 HIST0485 LAWS0100 HIST0012 MGMT0464 BUSN0291 ENGN0387 LAWS0218 MATH0150 ENGN0173 BUSN0380 BIOL0265 MGMT0232
Giselle Smith,u0001057,MATH0087 BIOL0096 COMP0249 MGMT0428 BUSN0195 BUSN0374
Lia Smith,u0001058,BUSN0277 LAWS0063 MATH0210 CHEM0388 HIST0481 HIST0301 PHYS0276 MGMT0468 MGMT0157 BUSN0339 MATH0178 BUSN0259 BUSN0273
Amaya Taylor,u0001059,COMP0352 HIST0188 ENGN0185 MATH0149 ENGN0351 LAWS0341 ENGN0418 MGMT0157 COMP0392 BIOL0438 CHEM0206 CHEM0402 CBEA0307 BIOL0305 MGMT0232
Lillian Taylor,u0001060,BIOL0109 CBEA0340 BUSN0425 LAWS0171 CHEM0319 HIST0153 COMP0003 LAWS0341 BUSN0407 PHYS0132 COMP0067 BIOL0486 ENGN0435
Nevaeh Rodriguez,u0001061,CBEA0018 MGMT0155 CHEM0269 CHEM0349 LAWS0197 ENGN0436 CBEA0408 MATH0244 PHYS0295 BIOL0114 CHEM0389 COMP0179 MATH0298
Emersyn Brown,u0001062,LAWS0124 BIOL0016 CBEA0200 BIOL0184 COMP0249 MATH0161 BIOL0219 LAWS0427 MATH0069
Eleanor Moore,u0001063,CBEA0340 BIOL0034 COMP0203 CHEM0472 LAWS0100 CHEM0389 LAWS0465 MGMT0296 HIST0177 ENGN0328 MGMT0284 CHEM0312 CBEA0048 HIST0176
Harper Brown,u0001064,BIOL0401 MATH0020 BIOL0286 HIST0485 ENGN0272 PHYS0314 BUSN0497 CHEM0046 LAWS0026 BUSN0366 BUSN0058 COMP0147 CHEM0312 BUSN0101
Iris Jones,u0001065,BIOL0247 ENGN0327 BIOL0016 CHEM0349 CHEM0369 ENGN0379 MATH0022 LAWS0094 CBEA0423 BIOL0052 BUSN0240 CBEA0262 BUSN0407 BIOL0250 BUSN0008 LAWS0226
Clara Taylor,u0001066,LAWS0124 BIOL0089 MGMT0233 MGMT0024 CBEA0245 MGMT0358 MATH0210 COMP0252 PHYS0395 MATH0023 BUSN0058 BUSN0163 MGMT0284 COMP0067 CBEA0169 CHEM0025 ENGN0445 CBEA0142
Serena Williams,u0001067,MGMT0181 ENGN0135 MGMT0322 HIST0485 MGMT0215 HIST0041 ENGN0275 BUSN0289 BIOL0305 ENGN0426 CHEM0433 LAWS0075 BUSN0031 COMP0199
Leah Johnson,u0001068,CBEA0018 MATH0020 CBEA0201 MGMT0215 HIST0482 MATH0370 COMP0235 MATH0057 HIST0237 BUSN0195 COMP0285 CHEM0375 CHEM0489 LAWS0254
Vivienne Smith,u0001069,LAWS0124 COMP0352 LAWS0202 ENGN0085 HIST0365 BUSN0260 MGMT0296 CHEM0405 MATH0357 COMP0348 MATH0161 PHYS0446 BIOL0073 CHEM0437 ENGN0173
Adalyn Brown,u0001070,BUSN0205 CHEM0269 COMP0372 HIST0263 CHEM0207 MATH0053 LAWS0465 CBEA0294 BIOL0475 COMP0474 MATH0450 CBEA0282 CBEA0307 ENGN0093 MATH0150 HIST0404 MATH0068 PHYS0337
Celeste Rodriguez,u0001071,CBEA0162 CHEM0222 MATH0357 BUSN0101 CBEA0424 BIOL0196 MGMT0159 HIST0176 BIOL0175 ENGN0266 CBEA0416 MATH0059 BUSN0425 MATH0149 ENGN0346 CBEA0417 CBEA0239 ENGN0419 PHYS0148 CHEM0025
Kaylee Wilson,u0001072,ENGN0072 PHYS0090 MATH0212 HIST0365 CHEM0388 LAWS0393 COMP0478 CBEA0239 MGMT0044 COMP0474 LAWS0154 CBEA0103
Grace Jones,u0001073,BUSN0425 ENGN0060 CBEA0017 MATH0422 PHYS0383 COMP0494 ENGN0445 MATH0354 CBEA0424
Valentina Wilson,u0001074,MGMT0198 CHEM0349 HIST0078 HIST0174 CBEA0201 PHYS0267 MGMT0014 ENGN0093 PHYS0148 CHEM0025 COMP0320 ENGN0391
Ariana Wilson,u0001075,BIOL0452 ENGN0135 CBEA0245 BIOL0034 BIOL0127 MGMT0120 BIOL0114 PHYS0276 COMP0086 CBEA0262 CBEA0297 PHYS0213 LAWS0323
Isabella Davis,u0001076,ENGN0470 COMP0352 MATH0342 MATH0053 CBEA0011 HIST0177 MGMT0284 MGMT0044 MATH0140 BUSN0043 MATH0161 CBEA0048 CBEA0231 PHYS0279
Lily Smith,u0001077,COMP0234 PHYS0137 MATH0212 BIOL0145 BUSN0318 ENGN0272 MGMT0345 PHYS0028 MATH0161 BUSN0008 MGMT0125 MATH0298
Emerson Smith,u0001078,CBEA0340 LAWS0171 BUSN0318 MGMT0274 MATH0039 BUSN0074 CHEM0443
Aubrey Brown,u0001079,LAWS0124 PHYS0295 MATH0342 MATH0156 COMP0478 CHEM0190 MATH0412 PHYS0251 MATH0278 HIST0158 MGMT0157 COMP0147 CBEA0169 BIOL0488 BIOL0475 ENGN0351 PHYS0006 MGMT0044 CHEM0025
Maddison Garcia,u0001080,COMP0352 MATH0473 HIST0012 LAWS0254 MGMT0464 CBEA0262 BUSN0058 MATH0178 MATH0161 HIST0311 CHEM0220 CBEA0038
Serenity Williams,u0001081,LAWS0197 PHYS0292 LAWS0081 CHEM0319 BIOL0088 BIOL0114 BUSN0166 CBEA0239 LAWS0381 ENGN0054 MGMT0044 MATH0178 CBEA0131 ENGN0445 CBEA0103 MGMT0302
Liliana Jones,u0001082,CBEA0423 ENGN0072 ENGN0327 BUSN0324 HIST0176 COMP0199 COMP0347 BUSN0366 LAWS0381 COMP0494 BUSN0374 BUSN0380 PHYS0071 HIST0263 MGMT0302
Ava Rodriguez,u0001083,PHYS0015 MATH0156 HIST0177 COMP0129 PHYS0071 CBEA0424 CBEA0018 HIST0110 ENGN0418 CBEA0142 PHYS0330 MATH0210 COMP0108 CHEM0375 BIOL0172 BIOL0488 COMP0234 MATH0429 CHEM0319 PHYS0383 BUSN0291 HIST0077
Kylie Johnson,u0001084,ENGN0072 BIOL0034 LAWS0063 ENGN0055 PHYS0292 CHEM0369 HIST0128 BIOL0196 MGMT0120 MGMT0296 ENGN0399 MGMT0453 CBEA0065 COMP0483 MGMT0281 CBEA0231 CHEM0025
Jasmine Brown,u0001085,MGMT0155 BUSN0277 ENGN0379 MATH0087 BIOL0082 HIST0012 COMP0290 CHEM0056 MATH0161
Violet Rodriguez,u0001086,ENGN0060 CHEM0141 PHYS0292 HIST0176 BIOL0088 MATH0280 PHYS0180 CHEM0462 ENGN0391 MATH0150 PHYS0213 BIOL0305 CHEM0321 MATH0068 MGMT0302
Ava Williams,u0001087,ENGN0470 COMP0356 MATH0370 CHEM0013 BIOL0168 MATH0357 BIOL0073 CBEA0102 CBEA0142
Olivia Johnson,u0001088,COMP0234 HIST0485 CBEA0011 CHEM0046 LAWS0393 MGMT0468 BUSN0195 BUSN0101 ENGN0173 PHYS0466 CHEM0443
Ava Jones,u0001089,MATH0020 MGMT0274 MGMT0107 ENGN0399 COMP0478 CBEA0239 HIST0216 PHYS0180 BUSN0335 BUSN0339 PHYS0398 PHYS0148 BUSN0380 HIST0176 CHEM0217
Hannah Wilson,u0001090,BIOL0109 CBEA0245 PHYS0137 MGMT0061 ENGN0010 CBEA0162 CHEM0319 ENGN0426 HIST0070 BUSN0042 CBEA0048 CBEA0316
Valeria Rodriguez,u0001091,BUSN0205 BIOL0401 CBEA0162 CHEM0080 BUSN0101 MATH0032 BUSN0277 HIST0110 BUSN0289 BIOL0196 CHEM0371 LAWS0427 CBEA0038 ENGN0436 HIST0485 BIOL0168 COMP0409 BUSN0291 COMP0285
Cora Brown,u0001092,BUSN0277 COMP0320 HIST0334 LAWS0333 LAWS0009 ENGN0455 CBEA0417 PHYS0006 CHEM0375 BUSN0043 BUSN0259 ENGN0173 MGMT0125 HIST0176
Alexa Smith,u0001093,PHYS0410 CBEA0111 MGMT0061 LAWS0385 ENGN0134 CBEA0297 CBEA0300 LAWS0154 MATH0354
Rose Jones,u0001094,BIOL0016 LAWS0063 MATH0087 ENGN0050 PHYS0267 CBEA0500 ENGN0223 ENGN0344 MATH0288 LAWS0226
Violet Williams,u0001095,BUSN0318 MGMT0358 CHEM0480 LAWS0333 PHYS0314 BUSN0208 MATH0370 CHEM0443 BUSN0490 BUSN0240 CHEM0487 CBEA0231 PHYS0495 COMP0199 COMP0106
Emma Jones,u0001096,MGMT0155 BIOL0019 PHYS0466 BIOL0082 ENGN0272 BUSN0299 BIOL0184 MATH0370 COMP0390 HIST0216 MATH0178 LAWS0421 ENGN0093 MATH0491 HIST0404
Anna Moore,u0001097,CHEM0139 CBEA0201 MATH0212 PHYS0292 BIOL0114 CBEA0021 LAWS0393 CHEM0116 PHYS0211 CBEA0500 CHEM0133 BIOL0115 COMP0067 ENGN0230 LAWS0154 MATH0002 CHEM0321 CHEM0217
Violet Johnson,u0001098,BIOL0089 PHYS0137 BUSN0324 BUSN0396 MATH0422 BIOL0088 MGMT0120 ENGN0399 HIST0237 MATH0161 LAWS0421 BIOL0073 CBEA0424
Alexa Williams,u0001099,BIOL0019 ENGN0185 LAWS0081 BUSN0497 MGMT0468 PHYS0028 PHYS0132 PHYS0337
Alaina Wilson,u0001100,COMP0343 LAWS0144 ENGN0085 CBEA0200 COMP0249 LAWS0381 COMP0067 COMP0242 CHEM0317 CBEA0316
Mila Jones,u0001101,ENGN0470 ENGN0192 BIOL0221 COMP0479 COMP0235 CBEA0316 BUSN0407 ENGN0134 CHEM0035 PHYS0446 COMP0105 HIST0432
Aaliyah Miller,u0001102,BIOL0488 LAWS0063 BUSN0396 CHEM0388 MATH0342 MGMT0120 HIST0360 MGMT0468 LAWS0393 BIOL0172 ENGN0344 MATH0164 LAWS0226
Penelope Smith,u0001103,CBEA0340 BIOL0401 HIST0158 MATH0149 BIOL0168 HIST0189 HIST0177 CBEA0500 MGMT0284 LAWS0427 HIST0432
Adalynn Martinez,u0001104,BIOL0247 BIOL0019 MATH0461 LAWS0100 BUSN0497 ENGN0455 MATH0357 CBEA0364 CBEA0500 PHYS0251 CBEA0103 HIST0078 MATH0087 MATH0210 CHEM0388 MGMT0120 ENGN0138 ENGN0313 HIST0406 ENGN0272 CBEA0307
Katherine Jones,u0001105,BUSN0396 HIST0110 HIST0076 COMP0306 ENGN0004 MGMT0120 ENGN0275 HIST0432 BUSN0497 CHEM0206 COMP0242 CHEM0317 MATH0002 LAWS0226 CBEA0142
Ayla Brown,u0001106,BIOL0109 CHEM0394 HIST0406 ENGN0010 ENGN0426 CHEM0469 CHEM0371 CBEA0297 MATH0161 BUSN0101 BUSN0008 MATH0288 CBEA0424
Katherine Brown,u0001107,CHEM0084 MGMT0155 BIOL0175 BIOL0214 MATH0422 ENGN0266 BIOL0268 LAWS0009 ENGN0418 CHEM0489 MGMT0284 CHEM0206 CHEM0238 CBEA0300 HIST0174 MATH0278 MATH0002
Taylor Moore,u0001108,BIOL0016 BUSN0324 COMP0356 COMP0306 HIST0334 HIST0449 BIOL0114 PHYS0303 ENGN0399 BIOL0475 BUSN0240 COMP0494 COMP0147 MGMT0044 ENGN0367 PHYS0213 PHYS0466 BUSN0191
Brielle Jones,u0001109,LAWS0124 BIOL0221 HIST0078 MGMT0332 PHYS0363 LAWS0081 BUSN0289 LAWS0397 CHEM0080 MGMT0120 LAWS0009 MATH0461 MGMT0468 ENGN0387 CBEA0231 COMP0179 MATH0354 MATH0298
Hannah Brown,u0001110,MGMT0198 MGMT0024 ENGN0379 PHYS0132 BIOL0082 MGMT0107 BUSN0304 LAWS0393 BIOL0438 CBEA0040 CBEA0231 MATH0178 MGMT0014 CBEA0048 ENGN0445 MGMT0125 HIST0263 MATH0091
Haley Miller,u0001111,BIOL0452 BUSN0384 BUSN0396 BUSN0490 CHEM0013 BUSN0400 COMP0249 COMP0390 PHYS0383 BIOL0115 LAWS0264
Ava Davis,u0001112,MGMT0198 HIST0188 CHEM0369 LAWS0144 MGMT0345 MATH0370 BIOL0438 CHEM0238
Eliza Johnson,u0001113,CBEA0018 BIOL0016 HIST0078 ENGN0378 ENGN0379 BUSN0407 BUSN0195 HIST0243 COMP0106
Alina Davis,u0001114,MATH0087 HIST0076 HIST0176 COMP0306 MATH0461 MGMT0159 MATH0062 BUSN0366 ENGN0418 LAWS0381 CHEM0025 HIST0224 MATH0164 BUSN0273
Aria Davis,u0001115,HIST0158 CHEM0036 BIOL0175 PHYS0261 MATH0473 MATH0210 PHYS0295 BIOL0052 HIST0189 COMP0474 MATH0491 HIST0174 COMP0242 BUSN0008 CBEA0424
Maya Johnson,u0001116,BUSN0324 BUSN0407 MGMT0014 CBEA0018 MATH0370 CHEM0046 HIST0189 HIST0121 CBEA0500 CBEA0423 PHYS0292 MGMT0274 COMP0290 MATH0068 ENGN0329 HIST0256 CBEA0293 CHEM0349 ENGN0085 HIST0012
Serenity Johnson,u0001117,ENGN0327 BIOL0016 PHYS0090 ENGN0439 HIST0376 MATH0210 MGMT0345 LAWS0393 LAWS0341 CHEM0371 PHYS0398 BIOL0115 MGMT0014 BUSN0456 MATH0298
Brielle Miller,u0001118,BIOL0145 BUSN0324 COMP0136 MATH0210 MATH0461 CBEA0021 BUSN0208 MGMT0468 LAWS0095 COMP0151 PHYS0271 MGMT0403
Julia Rodriguez,u0001119,BIOL0109 MGMT0181 ENGN0327 MATH0429 CHEM0036 BIOL0214 ENGN0272 BUSN0400 BUSN0166 BUSN0066 ENGN0054 MATH0119 CBEA0231 BUSN0259 CBEA0169 LAWS0254
Ellie Rodriguez,u0001120,BUSN0299 LAWS0117 ENGN0455 HIST0237 ENGN0419 PHYS0368 ENGN0329
Leah Brown,u0001121,CHEM0036 BUSN0165 PHYS0132 HIST0365 CHEM0080 BIOL0088 LAWS0393 MATH0057 LAWS0075 HIST0243 BIOL0265
Alexandra Davis,u0001122,BUSN0425 BIOL0452 MGMT0358 CHEM0405 BIOL0052 CBEA0186 PHYS0148 MATH0150 MATH0354 CHEM0321
Camila Smith,u0001123,BIOL0175 BIOL0145 CHEM0415 ENGN0458 ENGN0050 BIOL0184 ENGN0377 CBEA0239 CHEM0133 MATH0029 BUSN0043 CBEA0182 LAWS0386 MATH0068 CBEA0142
Cora Wilson,u0001124,ENGN0135 CHEM0477 BIOL0145 CHEM0388 ENGN0275 BUSN0260 HIST0360 ENGN0050 MGMT0362 CBEA0102
Hailey Davis,u0001125,MGMT0322 MGMT0155 MGMT0083 CHEM0269 BUSN0064 HIST0188 ENGN0378 COMP0460 COMP0493 BIOL0114 HIST0360 MGMT0468 COMP0285 MATH0150 BIOL0265
Violet Rodriguez,u0001126,ENGN0060 PHYS0113 LAWS0144 COMP0252 CBEA0239 COMP0494 CHEM0056 BIOL0073 CBEA0169 BIOL0486 HIST0263
Ellie Smith,u0001127,MGMT0420 PHYS0001 MGMT0464 BUSN0366 ENGN0328 CBEA0048 COMP0474
Alexandra Martinez,u0001128,LAWS0097 CHEM0472 HIST0485 HIST0482 BIOL0196 CBEA0011 ENGN0418 BUSN0374 MGMT0044 HIST0128 CHEM0325 LAWS0226
Allison Johnson,u0001129,PHYS0090 HIST0126 LAWS0171 CBEA0162 MATH0422 ENGN0050 BUSN0291 COMP0483 BUSN0098 ENGN0054 COMP0494 CBEA0102 HIST0077 MATH0002 BIOL0265
Hazel Brown,u0001130,MGMT0155 CBEA0340 LAWS0197 ENGN0378 CHEM0389 BIOL0268 HIST0360 ENGN0399 ENGN0351 MATH0057 BUSN0291 BIOL0115 BUSN0101
Anastasia Jones,u0001131,MGMT0155 BUSN0205 ENGN0055 CBEA0408 CBEA0417 COMP0348 CBEA0142
Khloe Wilson,u0001132,COMP0234 CBEA0017 CBEA0340 CHEM0394 CHEM0480 LAWS0094 BIOL0283 COMP0479 HIST0355 BUSN0195 ENGN0328 COMP0348 CHEM0487 CHEM0238 ENGN0223 HIST0224
Cora Taylor,u0001133,LAWS0124 HIST0126 CHEM0080 PHYS0395 LAWS0117 HIST0414 BUSN0454 HIST0355 MGMT0281 CBEA0231 MATH0150 BUSN0101 MGMT0270 CBEA0103
Audrey Garcia,u0001134,PHYS0113 BIOL0214 CHEM0217 LAWS0385 MGMT0453 BIOL0438 CHEM0375 CBEA0048 LAWS0218 COMP0187 MATH0059
Aubree Rodriguez,u0001135,MATH0308 CBEA0018 BUSN0425 BIOL0034 COMP0352 CHEM0319 MATH0370 CBEA0011 CHEM0133 PHYS0398 BIOL0073 CBEA0102 BIOL0250 CBEA0169 CBEA0194 MATH0059
Arianna Miller,u0001136,CHEM0269 BIOL0145 HIST0177 MGMT0209 BUSN0101 PHYS0276 MATH0020 MGMT0358 HIST0076 PHYS0001 BUSN0195 PHYS0466 ENGN0391 BUSN0227 CBEA0359 MGMT0345 COMP0392 MATH0091 MGMT0302
Lily Jones,u0001137,LAWS0167 ENGN0313 ENGN0055 HIST0188 ENGN0436 MATH0342 BIOL0475 ENGN0104 MATH0357 HIST0237 BUSN0058 CBEA0500 CHEM0133 CBEA0448 CHEM0437 PHYS0160
